index,latitud,longitud,provincia,edad,sexo,motivo_desaparicion,motivo_desaparicion_obs,fecha_desaparicion,situacion_actual,fecha_localizacion,year,month,day,days_gone,age_group,parishId,cantonId,provinceId
4055,-1.48922785,-77.99955304,PASTAZA,33,HOMBRE,FISCAL�A,FISCALIA,2023-09-17,ENCONTRADO,2023-09-17,2023,9,17,0,18-35,160150,1601,16
4056,-3.98527888,-79.19618681,LOJA,29,HOMBRE,FALLECIDO,ACCIDENTAL,2023-06-24,FALLECIDO,2023-06-25,2023,6,24,1,18-35,110150,1101,11
4057,-2.11906683,-79.96947134,GUAYAS,21,HOMBRE,FALLECIDO,NO DETERMINADA,2023-05-05,FALLECIDO,2023-05-08,2023,5,5,3,18-35,090150,0901,09
4058,-0.21947515,-78.51315553,PICHINCHA,15,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-06-23,ENCONTRADO,2023-06-28,2023,6,23,5,13-17,170150,1701,17
4059,-2.24569974,-79.92751122,GUAYAS,22,HOMBRE,FALLECIDO,ACCIDENTAL,2023-06-03,FALLECIDO,2023-06-04,2023,6,3,1,18-35,090150,0901,09
4060,-2.31576557,-80.77605834,SANTA ELENA,16,MUJER,PROBLEMAS SOCIALES,DROGADICCION,2023-06-09,ENCONTRADO,2023-06-23,2023,6,9,14,13-17,240151,2401,24
4061,-2.1861706,-79.8578313,GUAYAS,27,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-05-06,ENCONTRADO,2023-06-05,2023,5,6,30,18-35,090750,0907,09
4062,-2.1673437,-79.94644758,GUAYAS,14,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-05-06,ENCONTRADO,2023-06-06,2023,5,6,31,13-17,090150,0901,09
4063,-0.9520989,-79.3529799,LOS RIOS,39,HOMBRE,FALLECIDO,ACCIDENTAL,2023-05-01,FALLECIDO,2023-05-09,2023,5,1,8,36-64,121150,1211,12
4064,-2.1658732,-79.9191396,GUAYAS,18,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-03-11,ENCONTRADO,2023-05-02,2023,3,11,52,18-35,090150,0901,09
4065,0.33267788,-78.17047119,IMBABURA,17,HOMBRE,PROBLEMAS PSICOL�GICOS,DEPRESION,2023-09-18,ENCONTRADO,2023-09-19,2023,9,18,1,13-17,100157,1001,10
4066,-0.1702058,-78.4798596,PICHINCHA,79,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-05-05,ENCONTRADO,2023-05-05,2023,5,5,0,65 o mas,170150,1701,17
4067,0.0731181,-80.0513928,MANABI,24,HOMBRE,DISCAPACIDADES Y ENFERMEDADES,OTRAS ENFERMEDADES MENTALES,2023-07-27,ENCONTRADO,2023-08-12,2023,7,27,16,18-35,131750,1317,13
4068,-0.8845611,-78.6722649,COTOPAXI,17,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-07-02,ENCONTRADO,2023-08-11,2023,7,2,40,13-17,050158,0501,05
4069,-0.1265385,-78.480773,PICHINCHA,22,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-06-13,ENCONTRADO,2023-07-26,2023,6,13,43,18-35,170150,1701,17
4070,-2.23751454,-80.89922726,SANTA ELENA,14,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-02-20,ENCONTRADO,2023-08-12,2023,2,20,173,13-17,240250,2402,24
4071,-2.18991514,-79.89219915,GUAYAS,23,HOMBRE,PROBLEMAS SOCIALES,DELINCUENCIA,2023-08-03,ENCONTRADO,2023-08-04,2023,8,3,1,18-35,090150,0901,09
4072,-0.24295376,-78.497293,PICHINCHA,17,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-06-24,ENCONTRADO,2023-06-26,2023,6,24,2,13-17,170150,1701,17
4073,-1.66640338,-78.64252321,CHIMBORAZO,21,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-08-10,ENCONTRADO,2023-08-11,2023,8,10,1,18-35,060150,0601,06
4074,-0.18375115,-78.48261142,PICHINCHA,16,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-07-27,ENCONTRADO,2023-07-28,2023,7,27,1,13-17,170150,1701,17
4075,-0.8988888,-79.4911726,LOS RIOS,32,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-06-17,ENCONTRADO,2023-08-20,2023,6,17,64,18-35,121050,1210,12
4076,-0.136417,-78.4700418,PICHINCHA,40,HOMBRE,PROBLEMAS SOCIALES,ALCOHOLISMO,2023-05-07,ENCONTRADO,2023-05-09,2023,5,7,2,36-64,170150,1701,17
4077,-2.71080908,-78.88273737,CA�AR,22,MUJER,PROBLEMAS PSICOL�GICOS,PROBLEMAS DE CONDUCTA,2023-03-27,ENCONTRADO,2023-04-11,2023,3,27,15,18-35,030250,0302,03
4078,-2.9231693,-79.0659601,AZUAY,17,HOMBRE,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-05-27,ENCONTRADO,2023-06-09,2023,5,27,13,13-17,010151,0101,01
4079,-0.20316081,-78.36788177,PICHINCHA,42,HOMBRE,PROBLEMAS SOCIALES,ALCOHOLISMO,2023-07-19,ENCONTRADO,2023-07-28,2023,7,19,9,36-64,170179,1701,17
4080,-0.977387,-80.6895583,MANABI,25,HOMBRE,PROBLEMAS SOCIALES,DROGADICCION,2023-09-10,ENCONTRADO,2023-09-20,2023,9,10,10,18-35,130850,1308,13
4081,-1.04541181,-80.44994895,MANABI,13,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-03-15,ENCONTRADO,2023-05-31,2023,3,15,77,13-17,130150,1301,13
4082,-0.23314223,-79.18593756,SANTO DOMINGO DE LOS TSACHILAS,16,HOMBRE,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-07-17,ENCONTRADO,2023-08-10,2023,7,17,24,13-17,230150,2301,23
4083,-2.79293068,-78.86722899,CA�AR,15,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-06-21,ENCONTRADO,2023-06-26,2023,6,21,5,13-17,030154,0301,03
4084,-2.0956832,-79.9283647,GUAYAS,15,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-07-19,ENCONTRADO,2023-07-28,2023,7,19,9,13-17,090150,0901,09
4085,-2.35771587,-79.39788832,CA�AR,15,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-01-29,ENCONTRADO,2023-04-11,2023,1,29,72,13-17,030451,0304,03
4086,-1.43748874,-79.75044913,LOS RIOS,12,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-06-07,ENCONTRADO,2023-06-25,2023,6,7,18,12 o menos,120950,1209,12
4087,0.07407186,-80.03694534,MANABI,14,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-07-12,ENCONTRADO,2023-07-16,2023,7,12,4,13-17,131750,1317,13
4088,-2.1861706,-79.8578313,GUAYAS,28,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-07-12,ENCONTRADO,2023-07-26,2023,7,12,14,18-35,090750,0907,09
4089,-1.09605676,-80.42420946,MANABI,15,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-06-23,ENCONTRADO,2023-06-27,2023,6,23,4,13-17,130150,1301,13
4090,-2.04654403,-79.9520112,GUAYAS,20,HOMBRE,FALLECIDO,NO DETERMINADA,2023-05-05,FALLECIDO,2023-05-10,2023,5,5,5,18-35,090150,0901,09
4091,0.3242111,-78.1210289,IMBABURA,37,MUJER,PROBLEMAS SOCIALES,DROGADICCION,2023-05-26,ENCONTRADO,2023-06-19,2023,5,26,24,36-64,100150,1001,10
4092,-0.2213232,-78.5056457,PICHINCHA,9,HOMBRE,PROBLEMAS FAMILIARES,MALTRATO PSICOLOGICO,2023-04-17,ENCONTRADO,2023-05-09,2023,4,17,22,12 o menos,170150,1701,17
4093,0.232072,-78.25723374,IMBABURA,3,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-06-19,ENCONTRADO,2023-06-23,2023,6,19,4,12 o menos,100450,1004,10
4094,0.34374598,-78.12286864,IMBABURA,16,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-05-12,ENCONTRADO,2023-06-04,2023,5,12,23,13-17,100150,1001,10
4095,-0.2213232,-78.5056457,PICHINCHA,49,MUJER,PROBLEMAS FAMILIARES,MALTRATO PSICOLOGICO,2023-04-17,ENCONTRADO,2023-05-09,2023,4,17,22,36-64,170150,1701,17
4096,-0.2213232,-78.5056457,PICHINCHA,12,HOMBRE,PROBLEMAS FAMILIARES,MALTRATO PSICOLOGICO,2023-04-17,ENCONTRADO,2023-05-09,2023,4,17,22,12 o menos,170150,1701,17
4097,-2.845228,-78.9820087,AZUAY,37,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-04-20,ENCONTRADO,2023-05-18,2023,4,20,28,36-64,010150,0101,01
4098,-0.2884064,-78.5440029,PICHINCHA,31,HOMBRE,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-09-05,ENCONTRADO,2023-09-20,2023,9,5,15,18-35,170150,1701,17
4099,-2.56237863,-78.89633565,CA�AR,12,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-07-16,ENCONTRADO,2023-08-03,2023,7,16,18,12 o menos,030355,0303,03
4100,-0.1688904,-78.3706009,PICHINCHA,16,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-05-29,ENCONTRADO,2023-05-31,2023,5,29,2,13-17,170179,1701,17
4101,0.3221131,-79.47730074,ESMERALDAS,32,HOMBRE,FALLECIDO,NO DETERMINADA,2023-06-05,FALLECIDO,2023-06-08,2023,6,5,3,18-35,080450,0804,08
4102,0.43520032,-79.53037262,ESMERALDAS,15,HOMBRE,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-06-10,ENCONTRADO,2023-06-15,2023,6,10,5,13-17,080450,0804,08
4103,-2.14449083,-79.88366398,GUAYAS,41,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-04-17,ENCONTRADO,2023-05-11,2023,4,17,24,36-64,090150,0901,09
4104,-1.690178,-78.675141,CHIMBORAZO,48,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-04-25,ENCONTRADO,2023-06-12,2023,4,25,48,36-64,060150,0601,06
4105,0.07239817,-76.881423,SUCUMBIOS,12,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-04-17,ENCONTRADO,2023-05-09,2023,4,17,22,12 o menos,210150,2101,21
4106,0.38764972,-78.08467183,IMBABURA,19,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-06-22,ENCONTRADO,2023-06-26,2023,6,22,4,18-35,100150,1001,10
4107,0.8352485,-77.7106678,CARCHI,12,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-06-04,ENCONTRADO,2023-07-06,2023,6,4,32,12 o menos,040150,0401,04
4108,-2.25504634,-78.161255,MORONA SANTIAGO,15,MUJER,PROBLEMAS PSICOL�GICOS,PROBLEMAS DE CONDUCTA,2023-04-03,ENCONTRADO,2023-05-15,2023,4,3,42,13-17,140153,1401,14
4109,-0.2590715,-78.5291706,PICHINCHA,52,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-05-12,ENCONTRADO,2023-05-17,2023,5,12,5,36-64,170150,1701,17
4110,-0.6047266,-80.402048,MANABI,15,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-09-08,ENCONTRADO,2023-09-18,2023,9,8,10,13-17,132250,1322,13
4111,-0.25137405,-78.537189,PICHINCHA,30,HOMBRE,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-05-29,ENCONTRADO,2023-06-03,2023,5,29,5,18-35,170150,1701,17
4112,-0.30892819,-78.56159293,PICHINCHA,15,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-06-24,ENCONTRADO,2023-06-28,2023,6,24,4,13-17,170150,1701,17
4113,-0.2686367,-78.5400834,PICHINCHA,16,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-09-12,ENCONTRADO,2023-09-19,2023,9,12,7,13-17,170150,1701,17
4114,-0.57563794,-79.36905,LOS RIOS,13,MUJER,SIN_DATO,SIN_DATO,2023-03-27,DESAPARECIDO,NA,2023,3,27,NA,13-17,121051,1210,12
4115,-0.1991364,-78.4977383,PICHINCHA,16,MUJER,SIN_DATO,SIN_DATO,2023-09-04,DESAPARECIDO,NA,2023,9,4,NA,13-17,170150,1701,17
4116,-1.98391649,-79.99020374,GUAYAS,31,HOMBRE,SIN_DATO,SIN_DATO,2023-06-17,DESAPARECIDO,NA,2023,6,17,NA,18-35,090150,0901,09
4117,-2.27285182,-78.12506633,MORONA SANTIAGO,13,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-06-28,ENCONTRADO,2023-07-02,2023,6,28,4,13-17,140153,1401,14
4118,-0.94691087,-78.5483616,COTOPAXI,13,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-05-04,ENCONTRADO,2023-05-08,2023,5,4,4,13-17,050152,0501,05
4119,-1.28653075,-79.31665069,BOLIVAR,14,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-05-18,ENCONTRADO,2023-06-04,2023,5,18,17,13-17,020750,0207,02
4120,-2.19526919,-78.84548664,CHIMBORAZO,44,MUJER,FALLECIDO,ACCIDENTAL,2023-03-26,FALLECIDO,2023-05-30,2023,3,26,65,36-64,060250,0602,06
4121,0.2343005,-78.2610672,IMBABURA,16,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-06-02,ENCONTRADO,2023-06-25,2023,6,2,23,13-17,100450,1004,10
4122,-0.25395396,-79.21067708,SANTO DOMINGO DE LOS TSACHILAS,24,HOMBRE,DISCAPACIDADES Y ENFERMEDADES,RETARDOS MENTALES,2023-05-06,ENCONTRADO,2023-05-12,2023,5,6,6,18-35,230150,2301,23
4123,-2.12831494,-79.99896041,GUAYAS,17,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-08-08,ENCONTRADO,2023-08-10,2023,8,8,2,13-17,090150,0901,09
4124,-2.19526919,-78.84548664,CHIMBORAZO,36,HOMBRE,FALLECIDO,ACCIDENTAL,2023-03-26,FALLECIDO,2023-05-18,2023,3,26,53,36-64,060250,0602,06
4125,-1.82655382,-80.75389981,SANTA ELENA,27,HOMBRE,PROBLEMAS SOCIALES,DROGADICCION,2023-03-12,ENCONTRADO,2023-05-14,2023,3,12,63,18-35,240154,2401,24
4126,-2.1894128,-79.8890662,GUAYAS,39,HOMBRE,PROBLEMAS SOCIALES,ALCOHOLISMO,2023-07-15,ENCONTRADO,2023-08-06,2023,7,15,22,36-64,090150,0901,09
4127,-1.05265721,-77.78768016,NAPO,9,HOMBRE,PERDIDO,NINOS NINAS PERDIDOS,2023-07-12,ENCONTRADO,2023-07-25,2023,7,12,13,12 o menos,150156,1501,15
4128,0.06468813,-76.8781734,SUCUMBIOS,21,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-05-03,ENCONTRADO,2023-05-18,2023,5,3,15,18-35,210150,2101,21
4129,0.35930484,-78.13513175,IMBABURA,45,HOMBRE,PROBLEMA EC�NOMICOS,DEUDAS,2023-07-05,ENCONTRADO,2023-08-01,2023,7,5,27,36-64,100150,1001,10
4130,-3.9909044,-79.3495765,LOJA,15,MUJER,PROBLEMAS SOCIALES,ALCOHOLISMO,2023-07-11,ENCONTRADO,2023-07-15,2023,7,11,4,13-17,110350,1103,11
4131,-2.19526919,-78.84548664,CHIMBORAZO,72,HOMBRE,FALLECIDO,ACCIDENTAL,2023-03-26,FALLECIDO,2023-06-13,2023,3,26,79,65 o mas,060250,0602,06
4132,0.0752971,-76.87950253,SUCUMBIOS,15,MUJER,PROBLEMAS PSICOL�GICOS,PROBLEMAS DE CONDUCTA,2023-04-10,ENCONTRADO,2023-06-08,2023,4,10,59,13-17,210150,2101,21
4133,-0.2251421,-78.514259,PICHINCHA,18,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-09-17,ENCONTRADO,2023-09-25,2023,9,17,8,18-35,170150,1701,17
4134,-0.16612635,-76.74394882,SUCUMBIOS,14,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-08-15,ENCONTRADO,2023-08-27,2023,8,15,12,13-17,210455,2104,21
4135,-2.22436566,-80.855611,SANTA ELENA,14,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-06-20,ENCONTRADO,2023-06-24,2023,6,20,4,13-17,240150,2401,24
4136,-0.802964,-78.66876,COTOPAXI,17,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-05-01,ENCONTRADO,2023-05-08,2023,5,1,7,13-17,050153,0501,05
4137,-2.27285182,-78.12506633,MORONA SANTIAGO,11,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-06-28,ENCONTRADO,2023-07-02,2023,6,28,4,12 o menos,140153,1401,14
4138,-0.27475476,-78.51769034,PICHINCHA,14,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-07-26,ENCONTRADO,2023-07-28,2023,7,26,2,13-17,170150,1701,17
4139,-0.09556062,-78.43653026,PICHINCHA,26,HOMBRE,FALLECIDO,NO DETERMINADA,2023-08-10,FALLECIDO,2023-08-20,2023,8,10,10,18-35,170155,1701,17
4140,-0.48222402,-80.39868147,MANABI,14,MUJER,PROBLEMAS FAMILIARES,MALTRATO SEXUAL,2023-09-04,ENCONTRADO,2023-09-15,2023,9,4,11,13-17,132251,1322,13
4141,-3.0660865,-79.0409389,AZUAY,68,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-05-07,ENCONTRADO,2023-08-21,2023,5,7,106,65 o mas,010171,0101,01
4142,-1.56730891,-79.75222349,LOS RIOS,16,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-06-19,ENCONTRADO,2023-07-04,2023,6,19,15,13-17,120850,1208,12
4143,-2.12431079,-79.91330636,GUAYAS,16,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-06-05,ENCONTRADO,2023-06-13,2023,6,5,8,13-17,090150,0901,09
4144,-2.3127291,-78.1022309,MORONA SANTIAGO,24,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-05-07,ENCONTRADO,2023-05-10,2023,5,7,3,18-35,140157,1401,14
4145,-1.82821848,-80.75266999,SANTA ELENA,28,HOMBRE,SIN_DATO,SIN_DATO,2023-08-06,DESAPARECIDO,NA,2023,8,6,NA,18-35,240154,2401,24
4146,-1.94429265,-79.06770229,BOLIVAR,8,MUJER,PROBLEMAS FAMILIARES,MALTRATO PSICOLOGICO,2023-08-10,ENCONTRADO,2023-08-18,2023,8,10,8,12 o menos,020250,0202,02
4147,-2.19526919,-78.84548664,CHIMBORAZO,66,HOMBRE,FALLECIDO,ACCIDENTAL,2023-03-26,FALLECIDO,2023-05-31,2023,3,26,66,65 o mas,060250,0602,06
4148,-2.8608333,-78.9866667,AZUAY,20,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-07-19,ENCONTRADO,2023-07-25,2023,7,19,6,18-35,010150,0101,01
4149,-0.29544755,-78.55578076,PICHINCHA,31,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-08-12,ENCONTRADO,2023-08-12,2023,8,12,0,18-35,170150,1701,17
4150,-1.2543408,-78.6228504,TUNGURAHUA,12,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-06-25,ENCONTRADO,2023-07-19,2023,6,25,24,12 o menos,180150,1801,18
4151,-1.5365653,-78.02382512,PASTAZA,14,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-07-09,ENCONTRADO,2023-07-13,2023,7,9,4,13-17,160251,1602,16
4152,-1.67553654,-78.67293465,CHIMBORAZO,15,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-04-11,ENCONTRADO,2023-04-13,2023,4,11,2,13-17,060150,0601,06
4153,-3.97760578,-79.6476995,LOJA,13,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-05-02,ENCONTRADO,2023-07-03,2023,5,2,62,13-17,110957,1109,11
4154,0.07976359,-76.88181825,SUCUMBIOS,13,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-07-13,ENCONTRADO,2023-07-15,2023,7,13,2,13-17,210150,2101,21
4155,-2.1969274,-79.886423,GUAYAS,18,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-06-04,ENCONTRADO,2023-06-06,2023,6,4,2,18-35,090150,0901,09
4156,-4.01281912,-79.20773506,LOJA,15,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-09-17,ENCONTRADO,2023-09-18,2023,9,17,1,13-17,110150,1101,11
4157,-2.219179,-80.961044,SANTA ELENA,16,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-02-26,ENCONTRADO,2023-04-16,2023,2,26,49,13-17,240350,2403,24
4158,0.04052913,-78.20788017,PICHINCHA,17,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-04-06,ENCONTRADO,2023-04-06,2023,4,6,0,13-17,170450,1704,17
4159,0.04052913,-78.20788017,PICHINCHA,2,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-04-06,ENCONTRADO,2023-04-06,2023,4,6,0,12 o menos,170450,1704,17
4160,-1.6877076,-78.6360383,CHIMBORAZO,14,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-07-13,ENCONTRADO,2023-07-14,2023,7,13,1,13-17,060150,0601,06
4161,0.09312226,-76.89444187,SUCUMBIOS,15,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-06-23,ENCONTRADO,2023-07-04,2023,6,23,11,13-17,210150,2101,21
4162,-1.0336635,-79.4506989,LOS RIOS,16,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-06-11,ENCONTRADO,2023-06-21,2023,6,11,10,13-17,120550,1205,12
4163,-2.2366414,-79.8964738,GUAYAS,76,MUJER,FALLECIDO,NO DETERMINADA,2023-04-11,FALLECIDO,2023-04-18,2023,4,11,7,65 o mas,090150,0901,09
4164,-2.2546754,-79.8792876,GUAYAS,17,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-04-23,ENCONTRADO,2023-05-17,2023,4,23,24,13-17,090150,0901,09
4165,-0.2354932,-78.5227802,PICHINCHA,35,HOMBRE,PROBLEMAS SOCIALES,DROGADICCION,2023-06-23,ENCONTRADO,2023-06-28,2023,6,23,5,18-35,170150,1701,17
4166,-0.1383122,-78.494209,PICHINCHA,68,MUJER,FALLECIDO,NO DETERMINADA,2023-05-17,FALLECIDO,2023-05-31,2023,5,17,14,65 o mas,170150,1701,17
4167,0.2211984,-78.1696601,IMBABURA,44,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-04-02,ENCONTRADO,2023-04-21,2023,4,2,19,36-64,100457,1004,10
4168,-2.1307109,-79.93792217,GUAYAS,13,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-05-17,ENCONTRADO,2023-06-03,2023,5,17,17,13-17,090150,0901,09
4169,-0.05077123,-79.44389479,SANTO DOMINGO DE LOS TSACHILAS,14,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-07-10,ENCONTRADO,2023-08-07,2023,7,10,28,13-17,080852,0808,08
4170,-0.91461589,-78.62872124,COTOPAXI,14,HOMBRE,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-05-06,ENCONTRADO,2023-05-07,2023,5,6,1,13-17,050150,0501,05
4171,-0.4157315,-79.2747132,SANTO DOMINGO DE LOS TSACHILAS,80,HOMBRE,DISCAPACIDADES Y ENFERMEDADES,OTRAS ENFERMEDADES MENTALES,2023-04-09,ENCONTRADO,2023-04-14,2023,4,9,5,65 o mas,230156,2301,23
4172,-1.48254159,-78.00135168,PASTAZA,6,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-06-03,ENCONTRADO,2023-06-05,2023,6,3,2,12 o menos,160150,1601,16
4173,-2.8495082,-79.0136475,AZUAY,36,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-06-17,ENCONTRADO,2023-07-03,2023,6,17,16,36-64,010167,0101,01
4174,-2.3074378,-78.1202307,MORONA SANTIAGO,14,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-04-05,ENCONTRADO,2023-04-13,2023,4,5,8,13-17,140150,1401,14
4175,-2.21265305,-79.92991348,GUAYAS,30,HOMBRE,FALLECIDO,NO DETERMINADA,2023-06-13,FALLECIDO,2023-06-27,2023,6,13,14,18-35,090150,0901,09
4176,-2.1310424,-79.8807242,GUAYAS,22,MUJER,PROBLEMAS SOCIALES,DROGADICCION,2023-07-28,ENCONTRADO,2023-08-05,2023,7,28,8,18-35,090150,0901,09
4177,0.3323852,-78.2162833,IMBABURA,43,HOMBRE,PROBLEMAS SOCIALES,ALCOHOLISMO,2023-04-01,ENCONTRADO,2023-08-01,2023,4,1,122,36-64,100250,1002,10
4178,-3.2586426,-79.978034,EL ORO,14,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-07-31,ENCONTRADO,2023-08-18,2023,7,31,18,13-17,070150,0701,07
4179,-2.56031352,-78.93872306,CA�AR,14,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-06-25,ENCONTRADO,2023-06-29,2023,6,25,4,13-17,030350,0303,03
4180,-0.12706772,-78.49767712,PICHINCHA,24,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-08-12,ENCONTRADO,2023-08-20,2023,8,12,8,18-35,170150,1701,17
4181,-1.66041524,-78.63574192,CHIMBORAZO,49,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-06-04,ENCONTRADO,2023-06-06,2023,6,4,2,36-64,060150,0601,06
4182,-2.25471981,-79.8789651,GUAYAS,16,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-03-12,ENCONTRADO,2023-04-12,2023,3,12,31,13-17,090150,0901,09
4183,-0.327644,-78.5673547,PICHINCHA,13,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-05-09,ENCONTRADO,2023-05-10,2023,5,9,1,13-17,170150,1701,17
4184,-0.2486869,-79.1993116,SANTO DOMINGO DE LOS TSACHILAS,33,HOMBRE,PROBLEMAS SOCIALES,DROGADICCION,2023-04-20,ENCONTRADO,2023-08-09,2023,4,20,111,18-35,230150,2301,23
