"provincia","latitud","longitud","edad","sexo","motivo_desaparicion","motivo_desaparicion_obs","fecha_desaparicion","situacion_actual","fecha_localizacion","year","month","day","days_gone","age_group"
"AZUAY",-2.87828774,-78.99841447,11,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-05-04,"ENCONTRADO",2023-06-15,2023,5,4,42,"12 o menos"
"CHIMBORAZO",-2.0202543,-78.973717,15,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-01,"ENCONTRADO",2023-04-12,2023,4,1,11,"13-17"
"GUAYAS",-2.19477285,-79.90663659,14,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-03-09,"ENCONTRADO",2023-04-07,2023,3,9,29,"13-17"
"CHIMBORAZO",-1.4693018,-78.8169396,16,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-04-01,"ENCONTRADO",2023-04-05,2023,4,1,4,"13-17"
"CHIMBORAZO",-1.690178,-78.675141,17,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-24,"ENCONTRADO",2023-05-31,2023,5,24,7,"13-17"
"PICHINCHA",-0.2429561,-78.4972906,16,"MUJER","PROBLEMAS FAMILIARES","MALTRATO FISICO",2023-04-30,"ENCONTRADO",2023-05-17,2023,4,30,17,"13-17"
"ESMERALDAS",0.33008604,-79.45714057,33,"MUJER","SIN_DATO","SIN_DATO",2023-03-25,"DESAPARECIDO",NA,2023,3,25,NA,"18-35"
"LOJA",-3.95942241,-79.24099126,17,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-03,"ENCONTRADO",2023-05-26,2023,5,3,23,"13-17"
"EL ORO",-3.10839421,-79.89914147,55,"HOMBRE","EXTRAVIADA","PERSONA EXTRAVIADA",2023-04-06,"ENCONTRADO",2023-04-06,2023,4,6,0,"36-64"
"SANTA ELENA",-2.243847,-80.928124,12,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-04-01,"ENCONTRADO",2023-04-02,2023,4,1,1,"12 o menos"
"MORONA SANTIAGO",-2.45364261,-78.16450596,14,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-01,"ENCONTRADO",2023-05-03,2023,2,1,91,"13-17"
"PICHINCHA",-0.09880693,-78.42446802,17,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-05-30,"ENCONTRADO",2023-06-04,2023,5,30,5,"13-17"
"TUNGURAHUA",-1.33190398,-78.54321873,20,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-03-21,"ENCONTRADO",2023-05-16,2023,3,21,56,"18-35"
"NAPO",-0.9868134,-77.8191236,22,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-05-01,"ENCONTRADO",2023-05-03,2023,5,1,2,"18-35"
"PICHINCHA",-0.26158264,-78.51744416,10,"MUJER","EXTRAVIADA","PERSONA EXTRAVIADA",2023-04-05,"ENCONTRADO",2023-04-06,2023,4,5,1,"12 o menos"
"PASTAZA",-1.53014171,-77.83427238,15,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-03-20,"ENCONTRADO",2023-04-05,2023,3,20,16,"13-17"
"GUAYAS",-2.15644573,-79.82175707,30,"HOMBRE","SIN_DATO","SIN_DATO",2023-04-14,"DESAPARECIDO",NA,2023,4,14,NA,"18-35"
"MANABI",-0.7140022,-80.109357,22,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-05-27,"ENCONTRADO",2023-05-30,2023,5,27,3,"18-35"
"SANTO DOMINGO DE LOS TSACHILAS",-0.25632149,-79.16058316,15,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-04-04,"ENCONTRADO",2023-04-06,2023,4,4,2,"13-17"
"SANTO DOMINGO DE LOS TSACHILAS",-0.28199507,-79.17564584,16,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-04-28,"ENCONTRADO",2023-06-10,2023,4,28,43,"13-17"
"PICHINCHA",-0.0426285,-78.4309824,16,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-03-13,"ENCONTRADO",2023-04-22,2023,3,13,40,"13-17"
"EL ORO",-3.2451124,-79.9394197,36,"HOMBRE","EXTRAVIADA","PERSONA EXTRAVIADA",2023-05-26,"ENCONTRADO",2023-06-13,2023,5,26,18,"36-64"
"AZUAY",-2.79520093,-79.16830033,33,"HOMBRE","SIN_DATO","SIN_DATO",2023-04-26,"DESAPARECIDO",NA,2023,4,26,NA,"18-35"
"SANTO DOMINGO DE LOS TSACHILAS",0.01828194,-79.38587666,14,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-25,"ENCONTRADO",2023-05-15,2023,4,25,20,"13-17"
"MORONA SANTIAGO",-2.26522245,-78.08791595,16,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-04-28,"ENCONTRADO",2023-05-25,2023,4,28,27,"13-17"
"PICHINCHA",-0.23468298,-78.49236744,16,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-03-29,"ENCONTRADO",2023-04-05,2023,3,29,7,"13-17"
"LOS RIOS",-1.00664,-79.4605442,15,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-04-19,"ENCONTRADO",2023-05-03,2023,4,19,14,"13-17"
"PICHINCHA",-0.08125168,-78.44759998,29,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-03-25,"ENCONTRADO",2023-04-06,2023,3,25,12,"18-35"
"SANTO DOMINGO DE LOS TSACHILAS",-0.2418222,-79.1935639,25,"HOMBRE","PROBLEMA ECÓNOMICOS","DEUDAS",2023-04-24,"ENCONTRADO",2023-04-27,2023,4,24,3,"18-35"
"AZUAY",-2.9014785,-79.0374094,20,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-01,"ENCONTRADO",2023-05-18,2023,5,1,17,"18-35"
"NAPO",-1.02778782,-77.67310524,13,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-01,"ENCONTRADO",2023-04-06,2023,4,1,5,"13-17"
"IMBABURA",0.27733471,-78.23609991,71,"HOMBRE","PROBLEMAS SOCIALES","DELINCUENCIA",2023-05-25,"ENCONTRADO",2023-05-28,2023,5,25,3,"65 o mas"
"PICHINCHA",-0.0639882,-78.3500875,12,"MUJER","SIN_DATO","SIN_DATO",2023-04-30,"DESAPARECIDO",NA,2023,4,30,NA,"12 o menos"
"GUAYAS",-2.1099275,-79.974977,23,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-03-04,"ENCONTRADO",2023-03-20,2023,3,4,16,"18-35"
"GUAYAS",-2.15536796,-79.91923408,16,"MUJER","SIN_DATO","SIN_DATO",2023-04-03,"DESAPARECIDO",NA,2023,4,3,NA,"13-17"
"AZUAY",-2.878863,-79.028388,11,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-29,"ENCONTRADO",2023-05-19,2023,4,29,20,"12 o menos"
"PICHINCHA",-0.327644,-78.5673547,8,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-30,"ENCONTRADO",2023-05-31,2023,5,30,1,"12 o menos"
"AZUAY",-2.7957205,-78.7674562,48,"HOMBRE","SIN_DATO","SIN_DATO",2023-04-25,"DESAPARECIDO",NA,2023,4,25,NA,"36-64"
"GUAYAS",-2.12827631,-79.89337201,47,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-25,"ENCONTRADO",2023-05-06,2023,2,25,70,"36-64"
"AZUAY",-2.878705,-79.028423,17,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-29,"ENCONTRADO",2023-05-19,2023,4,29,20,"13-17"
"GUAYAS",-2.08507963,-79.98820597,13,"HOMBRE","PROBLEMA ECÓNOMICOS","DEUDAS",2023-01-26,"ENCONTRADO",2023-05-31,2023,1,26,125,"13-17"
"AZUAY",-3.0611305,-79.7450342,10,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-02,"ENCONTRADO",2023-05-03,2023,5,2,1,"12 o menos"
"IMBABURA",0.4473288,-78.0052678,25,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-05-14,"ENCONTRADO",2023-05-25,2023,5,14,11,"18-35"
"GUAYAS",-2.137181,-79.6114938,16,"MUJER","PROBLEMAS FAMILIARES","MALTRATO FISICO",2023-04-06,"ENCONTRADO",2023-04-07,2023,4,6,1,"13-17"
"PICHINCHA",-0.0795398,-78.4485114,76,"HOMBRE","DISCAPACIDADES Y ENFERMEDADES","ALZHEIMER",2023-05-03,"ENCONTRADO",2023-05-06,2023,5,3,3,"65 o mas"
"GUAYAS",-2.1225293,-80.000135,14,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-05,"ENCONTRADO",2023-05-03,2023,4,5,28,"13-17"
"GUAYAS",-2.23024419,-79.94088358,37,"HOMBRE","PROBLEMAS SOCIALES","ALCOHOLISMO",2023-04-06,"ENCONTRADO",2023-04-07,2023,4,6,1,"36-64"
"SUCUMBIOS",0.07827455,-76.89463969,18,"MUJER","SIN_DATO","SIN_DATO",2023-03-09,"DESAPARECIDO",NA,2023,3,9,NA,"18-35"
"AZUAY",-2.85185228,-79.01542385,13,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-21,"ENCONTRADO",2023-06-15,2023,4,21,55,"13-17"
"PICHINCHA",-0.2937287,-78.54982386,17,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-04-15,"ENCONTRADO",2023-05-03,2023,4,15,18,"13-17"
"BOLIVAR",-1.59733217,-79.00419836,16,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-01,"ENCONTRADO",2023-04-09,2023,4,1,8,"13-17"
"AZUAY",-2.85185228,-79.01542385,16,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-21,"ENCONTRADO",2023-06-15,2023,4,21,55,"13-17"
"COTOPAXI",-0.92924321,-78.61097099,12,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-24,"ENCONTRADO",2023-05-02,2023,4,24,8,"12 o menos"
"AZUAY",-2.85185228,-79.01542385,15,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-21,"ENCONTRADO",2023-06-15,2023,4,21,55,"13-17"
"COTOPAXI",-0.92924321,-78.61097099,10,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-24,"ENCONTRADO",2023-05-02,2023,4,24,8,"12 o menos"
"GUAYAS",-1.8204,-79.83667,13,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-05-09,"ENCONTRADO",2023-05-30,2023,5,9,21,"13-17"
"SANTO DOMINGO DE LOS TSACHILAS",-0.2492401,-79.1804188,2,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-26,"ENCONTRADO",2023-05-25,2023,2,26,88,"12 o menos"
"PICHINCHA",-0.5114002,-78.567019,31,"HOMBRE","PROBLEMAS SOCIALES","ALCOHOLISMO",2023-05-27,"ENCONTRADO",2023-05-30,2023,5,27,3,"18-35"
"GUAYAS",-2.1284813,-79.9986401,16,"MUJER","SIN_DATO","SIN_DATO",2023-04-05,"DESAPARECIDO",NA,2023,4,5,NA,"13-17"
"PICHINCHA",-0.23780927,-78.51807931,17,"HOMBRE","PROBLEMAS FAMILIARES","MALTRATO PSICOLOGICO",2023-04-20,"ENCONTRADO",2023-05-03,2023,4,20,13,"13-17"
"GUAYAS",-2.2533523,-79.8842826,45,"MUJER","PROBLEMAS FAMILIARES","MALTRATO FISICO",2023-02-14,"ENCONTRADO",2023-05-31,2023,2,14,106,"36-64"
"PICHINCHA",-0.2543446,-78.5038634,16,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-03-22,"ENCONTRADO",2023-04-06,2023,3,22,15,"13-17"
"SANTO DOMINGO DE LOS TSACHILAS",-0.262929,-79.198148,54,"HOMBRE","PROBLEMA ECÓNOMICOS","DEUDAS",2023-04-13,"ENCONTRADO",2023-06-05,2023,4,13,53,"36-64"
"IMBABURA",0.22210244,-78.2649976,10,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-05-22,"ENCONTRADO",2023-05-30,2023,5,22,8,"12 o menos"
"COTOPAXI",-0.92728447,-78.61404749,14,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-05-01,"ENCONTRADO",2023-05-09,2023,5,1,8,"13-17"
"MANABI",0.07999515,-80.03728083,22,"HOMBRE","SIN_DATO","SIN_DATO",2023-04-28,"DESAPARECIDO",NA,2023,4,28,NA,"18-35"
"COTOPAXI",-0.78062847,-78.63984249,19,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-04-30,"ENCONTRADO",2023-05-03,2023,4,30,3,"18-35"
"GUAYAS",-2.14457963,-79.92373466,81,"MUJER","FALLECIDO","ACCIDENTAL",2023-04-19,"FALLECIDO",2023-05-31,2023,4,19,42,"65 o mas"
"MORONA SANTIAGO",-2.31921753,-78.11893301,12,"MUJER","PROBLEMAS PSICOLÓGICOS","PROBLEMAS DE CONDUCTA",2023-05-29,"ENCONTRADO",2023-05-30,2023,5,29,1,"12 o menos"
"COTOPAXI",-0.94079564,-79.23060378,14,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-05-16,"ENCONTRADO",2023-05-30,2023,5,16,14,"13-17"
"NAPO",-0.97856247,-77.85262455,12,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-05-23,"ENCONTRADO",2023-05-26,2023,5,23,3,"12 o menos"
"PICHINCHA",-0.2896518,-78.54244455,17,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-04-06,"ENCONTRADO",2023-05-15,2023,4,6,39,"13-17"
"PICHINCHA",-0.33332027,-78.44416603,14,"MUJER","SIN_DATO","SIN_DATO",2023-04-17,"DESAPARECIDO",NA,2023,4,17,NA,"13-17"
"PICHINCHA",-0.257096,-78.550003,13,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-04-06,"ENCONTRADO",2023-04-09,2023,4,6,3,"13-17"
"SANTO DOMINGO DE LOS TSACHILAS",-0.40608915,-79.29997084,21,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-03-03,"ENCONTRADO",2023-03-05,2023,3,3,2,"18-35"
"NAPO",-0.978408,-77.852852,14,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-04-22,"ENCONTRADO",2023-04-29,2023,4,22,7,"13-17"
"CHIMBORAZO",-1.679317,-78.6513882,13,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-06,"ENCONTRADO",2023-04-06,2023,4,6,0,"13-17"
"IMBABURA",0.3512902,-78.1429032,52,"HOMBRE","DISCAPACIDADES Y ENFERMEDADES","OTRAS ENFERMEDADES MENTALES",2023-05-26,"ENCONTRADO",2023-05-27,2023,5,26,1,"36-64"
"PICHINCHA",-0.19077513,-78.51053236,37,"HOMBRE","SIN_DATO","SIN_DATO",2023-01-02,"DESAPARECIDO",NA,2023,1,2,NA,"36-64"
"PICHINCHA",-0.0960488,-78.4240328,55,"HOMBRE","DISCAPACIDADES Y ENFERMEDADES","ALZHEIMER",2023-05-30,"ENCONTRADO",2023-06-02,2023,5,30,3,"36-64"
"AZUAY",-2.89200217,-78.97585481,45,"HOMBRE","SIN_DATO","SIN_DATO",2023-03-22,"DESAPARECIDO",NA,2023,3,22,NA,"36-64"
"LOS RIOS",-1.0084408,-79.460432,15,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-02,"ENCONTRADO",2023-05-04,2023,5,2,2,"13-17"
"PICHINCHA",-0.3301626,-78.4510729,32,"MUJER","SIN_DATO","SIN_DATO",2023-04-01,"DESAPARECIDO",NA,2023,4,1,NA,"18-35"
"PICHINCHA",-0.2949763,-78.5287812,14,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-05,"ENCONTRADO",2023-04-10,2023,4,5,5,"13-17"
"CHIMBORAZO",-1.6709602,-78.6633027,14,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-05-02,"ENCONTRADO",2023-05-05,2023,5,2,3,"13-17"
"PICHINCHA",-0.30652496,-78.56330954,31,"HOMBRE","PROBLEMAS SOCIALES","DELINCUENCIA",2023-05-03,"ENCONTRADO",2023-05-04,2023,5,3,1,"18-35"
"COTOPAXI",-0.94728453,-78.61552329,12,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-05-29,"ENCONTRADO",2023-06-01,2023,5,29,3,"12 o menos"
"GUAYAS",-2.2308531,-79.9175211,12,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-03-26,"ENCONTRADO",2023-04-07,2023,3,26,12,"12 o menos"
"CHIMBORAZO",-1.6930514,-78.6438808,31,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-04-28,"ENCONTRADO",2023-04-29,2023,4,28,1,"18-35"
"PICHINCHA",-0.2702113,-78.5404006,14,"MUJER","SIN_DATO","SIN_DATO",2023-05-30,"DESAPARECIDO",NA,2023,5,30,NA,"13-17"
"MANABI",-0.27119178,-79.46499822,19,"MUJER","SIN_DATO","SIN_DATO",2023-05-02,"DESAPARECIDO",NA,2023,5,2,NA,"18-35"
"GUAYAS",-2.2117002,-79.8198692,20,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-06,"ENCONTRADO",2023-05-31,2023,2,6,114,"18-35"
"LOS RIOS",-1.0225124,-79.4604035,14,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-04-04,"ENCONTRADO",2023-04-08,2023,4,4,4,"13-17"
"GUAYAS",-2.1010616,-79.9608588,35,"HOMBRE","FALLECIDO","NO DETERMINADA",2023-04-06,"FALLECIDO",2023-04-07,2023,4,6,1,"18-35"
"PICHINCHA",-0.25844202,-78.52858909,15,"MUJER","SIN_DATO","SIN_DATO",2023-04-15,"DESAPARECIDO",NA,2023,4,15,NA,"13-17"
"MANABI",-0.95111348,-80.72452808,25,"HOMBRE","SIN_DATO","SIN_DATO",2023-05-25,"DESAPARECIDO",NA,2023,5,25,NA,"18-35"
"PICHINCHA",0.116667,-79.266667,16,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-04-10,"ENCONTRADO",2023-05-31,2023,4,10,51,"13-17"
"LOJA",-3.97139392,-79.19876575,10,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-26,"ENCONTRADO",2023-04-06,2023,1,26,70,"12 o menos"
"COTOPAXI",-0.68311599,-78.63226032,21,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-30,"ENCONTRADO",2023-06-03,2023,5,30,4,"18-35"
"TUNGURAHUA",-1.39477182,-78.40882476,51,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-05-23,"ENCONTRADO",2023-06-05,2023,5,23,13,"36-64"
"COTOPAXI",-0.68311599,-78.63226032,1,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-30,"ENCONTRADO",2023-06-03,2023,5,30,4,"12 o menos"
"GUAYAS",-2.08340024,-79.9728772,6,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-30,"ENCONTRADO",2023-06-14,2023,5,30,15,"12 o menos"
"GUAYAS",-2.08340024,-79.9728772,21,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-30,"ENCONTRADO",2023-06-14,2023,5,30,15,"18-35"
"ESMERALDAS",0.70290865,-79.54087983,46,"HOMBRE","FALLECIDO","NO DETERMINADA",2023-04-27,"FALLECIDO",2023-04-29,2023,4,27,2,"36-64"
"GUAYAS",-2.14229541,-79.93853071,53,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-07,"ENCONTRADO",2023-04-07,2023,4,7,0,"36-64"
"ESMERALDAS",0.92543356,-79.65933012,31,"MUJER","PROBLEMAS FAMILIARES","MALTRATO PSICOLOGICO",2023-04-01,"ENCONTRADO",2023-05-31,2023,4,1,60,"18-35"
"PICHINCHA",-0.217079,-78.4886912,35,"HOMBRE","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-04-07,"ENCONTRADO",2023-04-07,2023,4,7,0,"18-35"
"SANTO DOMINGO DE LOS TSACHILAS",-0.24402664,-79.18487191,21,"MUJER","FALLECIDO","ASESINATO",2023-04-04,"FALLECIDO",2023-04-07,2023,4,4,3,"18-35"
"GUAYAS",-2.05474727,-79.95547861,28,"HOMBRE","FALLECIDO","NO DETERMINADA",2023-05-29,"FALLECIDO",2023-06-02,2023,5,29,4,"18-35"
"EL ORO",-3.47877483,-80.21008433,14,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-16,"ENCONTRADO",2023-05-31,2023,4,16,45,"13-17"
"PICHINCHA",-0.0839886,-78.5087676,16,"HOMBRE","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-04-08,"ENCONTRADO",2023-04-09,2023,4,8,1,"13-17"
"GUAYAS",-2.16973498,-79.83955447,11,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-24,"ENCONTRADO",2023-05-04,2023,4,24,10,"12 o menos"
"EL ORO",-3.68951421,-79.60676187,57,"HOMBRE","SIN_DATO","SIN_DATO",2023-05-22,"DESAPARECIDO",NA,2023,5,22,NA,"36-64"
"GUAYAS",-2.17076968,-79.80733747,14,"MUJER","PROBLEMAS ACADÉMICOS","BAJO RENDIMIENTO",2023-04-20,"ENCONTRADO",2023-05-03,2023,4,20,13,"13-17"
"PICHINCHA",-0.0662417,-78.4659513,14,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-31,"ENCONTRADO",2023-06-01,2023,5,31,1,"13-17"
"PICHINCHA",-0.0839886,-78.5087676,15,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-08,"ENCONTRADO",2023-04-09,2023,4,8,1,"13-17"
"CHIMBORAZO",-1.81519451,-78.58550449,20,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-29,"ENCONTRADO",2023-06-01,2023,5,29,3,"18-35"
"CHIMBORAZO",-1.81519451,-78.58550449,1,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-29,"ENCONTRADO",2023-06-01,2023,5,29,3,"12 o menos"
"SANTO DOMINGO DE LOS TSACHILAS",-0.24176246,-79.34486087,14,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-13,"ENCONTRADO",2023-06-07,2023,5,13,25,"13-17"
"MANABI",-0.401069,-80.079781,15,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-04-02,"ENCONTRADO",2023-04-06,2023,4,2,4,"13-17"
"GUAYAS",-2.168974,-79.8397207,28,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-19,"ENCONTRADO",2023-05-17,2023,4,19,28,"18-35"
"PICHINCHA",-0.2930405,-78.5497592,61,"HOMBRE","FALLECIDO","NO DETERMINADA",2023-05-20,"FALLECIDO",2023-06-01,2023,5,20,12,"36-64"
"GUAYAS",-2.0834126,-79.9276281,78,"HOMBRE","DISCAPACIDADES Y ENFERMEDADES","ALZHEIMER",2023-04-29,"ENCONTRADO",2023-05-18,2023,4,29,19,"65 o mas"
"LOS RIOS",-0.95143103,-79.35048339,72,"HOMBRE","PROBLEMAS SOCIALES","DELINCUENCIA",2023-04-04,"ENCONTRADO",2023-04-11,2023,4,4,7,"65 o mas"
"LOS RIOS",-0.95143103,-79.35048339,56,"HOMBRE","PROBLEMAS SOCIALES","DELINCUENCIA",2023-04-04,"ENCONTRADO",2023-04-11,2023,4,4,7,"36-64"
"PICHINCHA",-0.2686367,-78.5400834,47,"HOMBRE","PROBLEMAS SOCIALES","DELINCUENCIA",2023-04-06,"ENCONTRADO",2023-04-09,2023,4,6,3,"36-64"
"PICHINCHA",-0.2856211,-78.5650431,17,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-04-06,"ENCONTRADO",2023-04-09,2023,4,6,3,"13-17"
"PICHINCHA",-0.32519828,-78.56338531,17,"MUJER","SIN_DATO","SIN_DATO",2023-03-25,"DESAPARECIDO",NA,2023,3,25,NA,"13-17"
"GUAYAS",-2.08308743,-79.92917031,30,"HOMBRE","SIN_DATO","SIN_DATO",2023-05-05,"DESAPARECIDO",NA,2023,5,5,NA,"18-35"
"PICHINCHA",-0.1224086,-78.4652483,14,"MUJER","SIN_DATO","SIN_DATO",2023-05-12,"DESAPARECIDO",NA,2023,5,12,NA,"13-17"
"GUAYAS",-2.1035171,-79.9559316,23,"HOMBRE","FALLECIDO","NO DETERMINADA",2023-05-20,"FALLECIDO",2023-05-26,2023,5,20,6,"18-35"
"PICHINCHA",-0.2856211,-78.5650431,68,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-04-07,"ENCONTRADO",2023-04-09,2023,4,7,2,"65 o mas"
"IMBABURA",0.2242993,-78.2603628,13,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-03-14,"ENCONTRADO",2023-03-15,2023,3,14,1,"13-17"
"SANTO DOMINGO DE LOS TSACHILAS",-0.27006993,-79.12166563,13,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-06,"ENCONTRADO",2023-04-06,2023,4,6,0,"13-17"
"PICHINCHA",0.06656654,-78.12744325,17,"MUJER","SIN_DATO","SIN_DATO",2023-05-19,"DESAPARECIDO",NA,2023,5,19,NA,"13-17"
"GUAYAS",-2.168974,-79.8397207,19,"HOMBRE","FALLECIDO","ASESINATO",2023-04-27,"FALLECIDO",2023-05-05,2023,4,27,8,"18-35"
"PICHINCHA",-0.2594244,-78.5042567,14,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-04-07,"ENCONTRADO",2023-04-09,2023,4,7,2,"13-17"
"EL ORO",-3.47711364,-80.22237869,13,"MUJER","SIN_DATO","SIN_DATO",2023-05-26,"DESAPARECIDO",NA,2023,5,26,NA,"13-17"
"PICHINCHA",-0.3279421,-78.5409416,17,"MUJER","SIN_DATO","SIN_DATO",2023-05-31,"DESAPARECIDO",NA,2023,5,31,NA,"13-17"
"GUAYAS",-2.10168849,-79.98970136,15,"MUJER","SIN_DATO","SIN_DATO",2023-04-07,"DESAPARECIDO",NA,2023,4,7,NA,"13-17"
